customer_id,first_name,last_name,email,phone,has_email,has_phone,has_contact,city,last_purchase_date,recency_days,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,Segment
2632.0,Tiina,Mägi,tiina.magi@gmail.com,+37257672234,True,True,True,Viljandi,2024-11-29,91,6,1805.58,4,5,5,14,VIP Champions
2633.0,Triin,Liiv,triin.liiv@gmail.com,+37289929311,True,True,True,Pärnu,2024-12-28,62,1,123.64,4,1,1,6,At Risk
2634.0,Meelis,Org,meelis.org@telia.ee,+37289921188,True,True,True,Tartu,2024-08-11,201,2,625.5,3,2,2,7,Potential
2635.0,Hille,Tamm,hille.tamm@outlook.com,+37287063017,True,True,True,Pärnu,2024-11-13,107,3,792.44,4,3,3,10,Loyal
2636.0,Lauri,Sepp,lauri.sepp@yahoo.com,+37252466802,True,True,True,Tallinn,2024-05-06,298,5,1675.4499999999998,2,5,5,12,Loyal
2638.0,Kristjan,Raid,kristjan.raid@telia.ee,+37284565001,True,True,True,Jõhvi,2024-12-21,69,6,740.53,4,5,3,12,Loyal
2639.0,Rain,Lepp,rain.lepp@hot.ee,+37258303815,True,True,True,Pärnu,2025-01-29,30,4,1062.87,5,4,4,13,VIP Champions
2640.0,Kevin,Koppel,kevin.koppel@outlook.com,+37253935405,True,True,True,Haapsalu,2024-04-14,320,2,368.75,2,2,2,6,At Risk
2641.0,Marit,Järv,marit.jarv@outlook.com,+37255951113,True,True,True,Tallinn,2023-07-15,594,4,836.8199999999999,1,4,3,8,Potential
2642.0,Ragnar,Laas,ragnar.laas@gmail.com,+37253746911,True,True,True,Tallinn,2024-03-26,339,4,1441.35,1,4,5,10,Loyal
2643.0,Margus,Lill,margus.lill@outlook.com,+37257732276,True,True,True,Haapsalu,2024-08-21,191,2,280.09,3,2,1,6,At Risk
2644.0,Tarmo,Hurt,tarmo.hurt@yahoo.com,+37288576420,True,True,True,Võru,2023-07-15,594,2,636.4699999999999,1,2,3,6,At Risk
2645.0,Nele,Laas,nele.laas@hot.ee,+37258635956,True,True,True,Kuressaare,2024-11-25,95,4,1007.98,4,4,4,12,Loyal
2646.0,Urmas,Pihl,,+37257139284,False,True,True,Tallinn,2024-11-01,119,1,828.6,4,1,3,8,Potential
2649.0,Anu,Värk,anu.vark@mail.ee,+37283890830,True,True,True,Tallinn,2024-02-01,393,1,172.28,1,1,1,3,Lost
2650.0,Madis,Liiv,madis.liiv@gmail.com,+37258867288,True,True,True,Jõhvi,2024-07-30,213,1,147.8,2,1,1,4,At Risk
2652.0,Heino,Mitt,heino.mitt@hot.ee,+37256810937,True,True,True,Tallinn,2024-09-20,161,6,2920.5299999999997,3,5,5,13,VIP Champions
2653.0,Elis,Kukk,elis.kukk@telia.ee,+37253007003,True,True,True,Pärnu,2024-12-26,64,5,1821.35,4,5,5,14,VIP Champions
2654.0,Rasmus,Luik,rasmus.luik@outlook.com,+37253473995,True,True,True,Pärnu,2024-11-19,101,2,306.39,4,2,1,7,Potential
2657.0,Hille,Rosin,,+37256104035,False,True,True,Pärnu,2025-01-03,56,5,512.59,5,5,2,12,Loyal
2658.0,Enn,Salu,enn.salu@hot.ee,+37256259447,True,True,True,Narva,2023-08-28,550,1,48.85,1,1,1,3,Lost
2659.0,Laura,Kõiv,laura.koiv@telia.ee,+37253733421,True,True,True,Viljandi,2024-05-17,287,4,1387.4099999999999,2,4,4,10,Loyal
2660.0,Aivar,Pihl,aivar.pihl@outlook.com,+37253313505,True,True,True,Narva,2024-12-29,61,4,1074.93,4,4,4,12,Loyal
2661.0,Väino,Raid,vaino.raid@mail.ee,+37256150789,True,True,True,Tallinn,2024-12-23,67,1,107.67,4,1,1,6,At Risk
2662.0,Maris,Luik,,+37259447566,False,True,True,Viljandi,2024-10-30,121,2,555.01,3,2,2,7,Potential
2663.0,Kristiina,Roots,,+37287755608,False,True,True,Tallinn,2024-07-07,236,1,371.05,2,1,2,5,At Risk
2664.0,Aili,Lill,aili.lill@gmail.com,+37252710936,True,True,True,Rakvere,2024-09-05,176,2,503.48,3,2,2,7,Potential
2665.0,Maris,Kallas,maris.kallas@hot.ee,+37256068702,True,True,True,Rakvere,2023-11-10,476,1,41.79,1,1,1,3,Lost
2666.0,Taavi,Tammik,taavi.tammik@hot.ee,+37288419358,True,True,True,Tallinn,2024-01-01,424,2,2123.64,1,2,5,8,Potential
2667.0,Külli,Lõhmus,kulli.lohmus@yahoo.com,+37281963117,True,True,True,Tallinn,2023-07-29,580,1,388.92,1,1,2,4,At Risk
2668.0,Rasmus,Männik,rasmus.mannik@gmail.com,+37286460642,True,True,True,Tallinn,2023-07-03,606,3,734.03,1,3,3,7,Potential
2670.0,Jaak,Vaher,jaak.vaher@hot.ee,+37258482085,True,True,True,Rakvere,2024-03-01,364,1,158.94,1,1,1,3,Lost
2671.0,Liina,Mitt,liina.mitt@hot.ee,+37252332981,True,True,True,Tallinn,2024-11-07,113,4,1214.71,4,4,4,12,Loyal
2672.0,Margus,Kull,margus.kull@telia.ee,+37255643759,True,True,True,Tallinn,2024-10-21,130,8,2281.66,3,5,5,13,VIP Champions
2673.0,Laura,Kallas,laura.kallas@telia.ee,+37252198203,True,True,True,Tartu,2024-08-26,186,2,191.68,3,2,1,6,At Risk
2674.0,Mihkel,Teder,mihkel.teder@telia.ee,+37285902117,True,True,True,Viljandi,2025-02-20,8,3,1044.1200000000001,5,3,4,12,Loyal
2675.0,Karin,Org,karin.org@gmail.com,+37251380934,True,True,True,Tallinn,2024-11-03,117,2,534.09,4,2,2,8,Potential
2676.0,Sander,Roots,sander.roots@hot.ee,+37285007387,True,True,True,Paide,2024-09-14,167,4,1040.8,3,4,4,11,Loyal
2677.0,Ants,Valk,ants.valk@mail.ee,+37259551117,True,True,True,Pärnu,2023-01-07,783,1,139.74,1,1,1,3,Lost
2678.0,Heli,Hurt,,+37257187270,False,True,True,Tallinn,2024-10-15,136,4,1479.59,3,4,5,12,Loyal
2681.0,Kadri,Mitt,kadri.mitt@gmail.com,+37254646451,True,True,True,Pärnu,2024-03-19,346,2,756.64,1,2,3,6,At Risk
2682.0,Riina,Rebane,riina.rebane@hot.ee,+37257803096,True,True,True,Tallinn,2024-03-01,364,3,382.18,1,3,2,6,At Risk
2683.0,Marit,Lill,marit.lill@outlook.com,+37252676332,True,True,True,Kuressaare,2024-08-31,181,3,951.3199999999999,3,3,3,9,Potential
2684.0,Andres,Sild,andres.sild@mail.ee,+37281057913,True,True,True,Pärnu,2025-01-02,57,6,3287.9300000000003,5,5,5,15,VIP Champions
2685.0,Heli,Männik,heli.mannik@telia.ee,+37257408363,True,True,True,Tallinn,2024-11-25,95,1,51.58,4,1,1,6,At Risk
2686.0,Merike,Männik,merike.mannik@gmail.com,+37288791229,True,True,True,Tallinn,2024-08-24,188,3,861.4,3,3,3,9,Potential
2687.0,Meelis,Mets,meelis.mets@outlook.com,+37282348346,True,True,True,Tartu,2025-01-13,46,4,2554.02,5,4,5,14,VIP Champions
2689.0,Kristjan,Pärn,kristjan.parn@gmail.com,+37284530509,True,True,True,Pärnu,2024-02-14,380,3,741.8499999999999,1,3,3,7,Potential
2690.0,Siim,Toom,,+37256419713,False,True,True,Haapsalu,2024-03-31,334,7,1927.3799999999999,1,5,5,11,Loyal
2691.0,Olev,Valk,olev.valk@gmail.com,+37281555843,True,True,True,Tallinn,2024-08-08,204,3,1016.21,2,3,4,9,Potential
2692.0,Ragnar,Pärn,ragnar.parn@mail.ee,+37253016449,True,True,True,Tallinn,2025-01-07,52,3,404.83000000000004,5,3,2,10,Loyal
2693.0,Kadri,Toom,kadri.toom@hot.ee,+37259012352,True,True,True,Tallinn,2024-12-20,70,3,1674.44,4,3,5,12,Loyal
2695.0,Kadri,Orav,kadri.orav@yahoo.com,+37257009972,True,True,True,Tallinn,2024-04-15,319,1,154.71,2,1,1,4,At Risk
2696.0,Meelis,Tammik,meelis.tammik@telia.ee,+37255810633,True,True,True,Tartu,2025-02-26,2,5,2096.5,5,5,5,15,VIP Champions
2697.0,Anu,Lepp,anu.lepp@telia.ee,+37287119920,True,True,True,Tallinn,2024-11-27,93,2,611.6,4,2,2,8,Potential
2700.0,Rein,Kallas,rein.kallas@outlook.com,+37284273759,True,True,True,Jõhvi,2024-10-21,130,2,565.53,3,2,2,7,Potential
2702.0,Terje,Kallas,terje.kallas@yahoo.com,+37256193781,True,True,True,Tallinn,2024-06-23,250,4,679.32,2,4,3,9,Potential
2704.0,Peeter,Järv,peeter.jarv@mail.ee,+37257334082,True,True,True,Pärnu,2024-04-15,319,3,1460.31,2,3,5,10,Loyal
2705.0,Hille,Kask,hille.kask@mail.ee,+37253713956,True,True,True,Tallinn,2024-12-26,64,4,1871.32,4,4,5,13,VIP Champions
2706.0,Ants,Tamm,ants.tamm@gmail.com,+37288024224,True,True,True,Tallinn,2024-08-21,191,4,1680.1100000000001,3,4,5,12,Loyal
2707.0,Külli,Sild,kulli.sild@mail.ee,+37254393553,True,True,True,Tartu,2024-10-27,124,4,3477.2799999999997,3,4,5,12,Loyal
2708.0,Marika,Kask,marika.kask@telia.ee,+37251450288,True,True,True,Tallinn,2024-12-05,85,5,1418.79,4,5,4,13,VIP Champions
2709.0,Katrin,Org,katrin.org@hot.ee,+37251020817,True,True,True,Tallinn,2024-09-23,158,7,1724.31,3,5,5,13,VIP Champions
2710.0,Laura,Org,laura.org@mail.ee,+37252858332,True,True,True,Tallinn,2025-01-05,54,1,164.3,5,1,1,7,Potential
2711.0,Taavi,Teder,taavi.teder@outlook.com,+37259172892,True,True,True,Tartu,2024-10-11,140,3,667.14,3,3,3,9,Potential
2712.0,Väino,Rosin,vaino.rosin@outlook.com,+37257974638,True,True,True,Tallinn,2025-01-13,46,7,2902.95,5,5,5,15,VIP Champions
2713.0,Kristiina,Raud,kristiina.raud@gmail.com,+37259040362,True,True,True,Tallinn,2025-12-27,-302,9,2848.88,5,5,5,15,VIP Champions
2714.0,Karin,Raud,karin.raud@telia.ee,+37285349418,True,True,True,Jõhvi,2024-02-25,369,3,999.29,1,3,4,8,Potential
2715.0,Erkki,Veski,,+37254146223,False,True,True,Võru,2024-08-13,199,1,83.1,3,1,1,5,At Risk
2716.0,Grete,Kallas,grete.kallas@telia.ee,+37256579150,True,True,True,Tallinn,2024-12-30,60,4,629.1300000000001,4,4,2,10,Loyal
2717.0,Marika,Männik,marika.mannik@yahoo.com,+37252825935,True,True,True,Tartu,2024-07-17,226,4,925.08,2,4,3,9,Potential
2719.0,Taavi,Vaher,taavi.vaher@outlook.com,+37257900972,True,True,True,Tallinn,2025-02-11,17,2,441.27000000000004,5,2,2,9,Potential
2720.0,Peeter,Lass,peeter.lass@mail.ee,+37281615065,True,True,True,Tallinn,2023-08-21,557,2,241.3,1,2,1,4,At Risk
2721.0,Väino,Mitt,vaino.mitt@hot.ee,+37255925993,True,True,True,Pärnu,2024-12-06,84,5,1676.13,4,5,5,14,VIP Champions
2722.0,Erkki,Lill,erkki.lill@mail.ee,+37254136485,True,True,True,Tallinn,2024-11-03,117,2,351.6,4,2,2,8,Potential
2723.0,Reet,Kuusik,,+37256038700,False,True,True,Tartu,2023-07-12,597,2,950.71,1,2,3,6,At Risk
2724.0,Mart,Lass,mart.lass@mail.ee,+37256689462,True,True,True,Tartu,2024-07-07,236,2,850.9100000000001,2,2,3,7,Potential
2725.0,Priit,Kõiv,priit.koiv@hot.ee,+37251720823,True,True,True,Haapsalu,2024-04-06,328,3,577.87,1,3,2,6,At Risk
2726.0,Elis,Laas,elis.laas@gmail.com,+37254027349,True,True,True,Tallinn,2024-12-29,61,3,462.85,4,3,2,9,Potential
2727.0,Elis,Pärn,elis.parn@hot.ee,+37289201192,True,True,True,Jõhvi,2025-02-09,19,2,608.0,5,2,2,9,Potential
2728.0,Marika,Kaalep,marika.kaalep@hot.ee,+37285966951,True,True,True,Tallinn,2024-01-07,418,2,1128.4,1,2,4,7,Potential
2729.0,Kristi,Vaher,kristi.vaher@yahoo.com,+37283937661,True,True,True,Tallinn,2025-01-24,35,2,915.75,5,2,3,10,Loyal
2730.0,Merle,Puusepp,merle.puusepp@outlook.com,+37288478917,True,True,True,Tallinn,2024-04-30,304,4,952.61,2,4,3,9,Potential
2731.0,Indrek,Mets,indrek.mets@telia.ee,+37254315115,True,True,True,Tartu,2024-03-03,362,5,1504.33,1,5,5,11,Loyal
2732.0,Karin,Valk,,+37255254758,False,True,True,Tartu,2024-05-05,299,4,1288.22,2,4,4,10,Loyal
2733.0,Eha,Järv,,+37253735682,False,True,True,Tallinn,2024-07-31,212,4,1288.79,2,4,4,10,Loyal
2734.0,Marika,Orav,marika.orav@mail.ee,+37251173481,True,True,True,Tallinn,2024-11-12,108,3,1040.38,4,3,4,11,Loyal
2735.0,Maie,Koppel,maie.koppel@telia.ee,+37255882134,True,True,True,Tallinn,2024-12-21,69,7,1697.56,4,5,5,14,VIP Champions
2737.0,Piret,Kivi,piret.kivi@mail.ee,+37257880190,True,True,True,Tallinn,2024-07-22,221,1,642.84,2,1,3,6,At Risk
2739.0,Sigrid,Kõiv,sigrid.koiv@gmail.com,+37252157925,True,True,True,Pärnu,2026-04-14,-410,3,980.51,5,3,4,12,Loyal
2740.0,Tiina,Kallas,tiina.kallas@telia.ee,+37253432849,True,True,True,Paide,2024-06-04,269,2,1496.63,2,2,5,9,Potential
2741.0,Sandra,Lõhmus,sandra.lohmus@telia.ee,+37259474888,True,True,True,Tallinn,2025-01-07,52,5,1645.34,5,5,5,15,VIP Champions
2742.0,Henri,Mets,henri.mets@telia.ee,+37255518251,True,True,True,Tallinn,2024-08-05,207,2,1380.0,2,2,4,8,Potential
2743.0,Ragnar,Luik,ragnar.luik@gmail.com,+37282201689,True,True,True,Tallinn,2024-11-10,110,3,739.39,4,3,3,10,Loyal
2744.0,Piret,Kull,piret.kull@telia.ee,+37289973443,True,True,True,Rakvere,2024-03-10,355,5,2480.73,1,5,5,11,Loyal
2745.0,Ene,Liiv,ene.liiv@mail.ee,+37281184542,True,True,True,Tallinn,2024-09-28,153,6,1455.31,3,5,5,13,VIP Champions
2746.0,Toomas,Org,toomas.org@yahoo.com,+37254718352,True,True,True,Tallinn,2024-01-26,399,3,1514.81,1,3,5,9,Potential
2747.0,Piret,Kuusik,piret.kuusik@gmail.com,+37258260498,True,True,True,Kuressaare,2024-04-17,317,1,51.5,2,1,1,4,At Risk
2748.0,Enn,Mägi,enn.magi@hot.ee,+37254812349,True,True,True,Pärnu,2024-02-26,368,3,443.95000000000005,1,3,2,6,At Risk
2749.0,Urmas,Kukk,urmas.kukk@mail.ee,+37257272267,True,True,True,Jõhvi,2025-02-27,1,4,1270.6,5,4,4,13,VIP Champions
2750.0,Tõnu,Lõoke,,+37252143348,False,True,True,Haapsalu,2024-09-21,160,5,1281.23,3,5,4,12,Loyal
2751.0,Ants,Kuusk,ants.kuusk@outlook.com,+37287493611,True,True,True,Tallinn,2024-07-31,212,3,701.4,2,3,3,8,Potential
2752.0,Merle,Kaalep,merle.kaalep@outlook.com,+37283531507,True,True,True,Tallinn,2024-06-18,255,1,302.86,2,1,1,4,At Risk
2754.0,Liis,Nurk,liis.nurk@yahoo.com,+37255881239,True,True,True,Pärnu,2024-07-02,241,1,253.23,2,1,1,4,At Risk
2755.0,Merike,Nõmm,merike.nomm@yahoo.com,+37285489356,True,True,True,Jõhvi,2024-07-22,221,5,2241.7,2,5,5,12,Loyal
2756.0,Tiit,Värk,,+37256680392,False,True,True,Tartu,2024-06-15,258,2,500.26,2,2,2,6,At Risk
2757.0,Erkki,Mets,erkki.mets@yahoo.com,+37255328363,True,True,True,Võru,2023-12-22,434,3,1054.0,1,3,4,8,Potential
2758.0,Kristi,Oja,kristi.oja@gmail.com,+37251510614,True,True,True,Tartu,2025-01-01,58,7,1175.3899999999999,5,5,4,14,VIP Champions
2759.0,Erkki,Saar,erkki.saar@gmail.com,+37256456647,True,True,True,Pärnu,2024-11-11,109,5,1448.96,4,5,5,14,VIP Champions
2760.0,Ene,Pärn,ene.parn@outlook.com,+37251517511,True,True,True,Tallinn,2024-05-30,274,2,499.88,2,2,2,6,At Risk
2761.0,Külli,Org,kulli.org@telia.ee,+37258497343,True,True,True,Pärnu,2024-08-28,184,4,1249.75,3,4,4,11,Loyal
2762.0,Liina,Kõiv,liina.koiv@gmail.com,+37281969678,True,True,True,Viljandi,2024-06-04,269,3,366.59000000000003,2,3,2,7,Potential
2763.0,Margus,Lõoke,margus.looke@telia.ee,+37257299829,True,True,True,Jõhvi,2023-12-01,455,1,552.4,1,1,2,4,At Risk
2764.0,Maris,Männik,,+37258586997,False,True,True,Tartu,2024-12-19,71,4,1004.08,4,4,4,12,Loyal
2765.0,Kersti,Veski,kersti.veski@gmail.com,+37257364079,True,True,True,Tallinn,2025-02-21,7,6,1349.9099999999999,5,5,4,14,VIP Champions
2766.0,Tarmo,Luik,tarmo.luik@yahoo.com,+37252533410,True,True,True,Haapsalu,2024-12-14,76,8,1558.16,4,5,5,14,VIP Champions
2767.0,Kaido,Mitt,kaido.mitt@mail.ee,+37288398340,True,True,True,Rakvere,2024-02-05,389,3,409.75,1,3,2,6,At Risk
2768.0,Aivar,Toom,aivar.toom@mail.ee,+37286322770,True,True,True,Haapsalu,2024-10-18,133,3,331.66,3,3,1,7,Potential
2770.0,Toomas,Lõhmus,toomas.lohmus@telia.ee,+37283740707,True,True,True,Kuressaare,2024-12-12,78,5,2662.2,4,5,5,14,VIP Champions
2771.0,Andres,Sepp,andres.sepp@yahoo.com,+37254888793,True,True,True,Tallinn,2025-02-07,21,6,1437.11,5,5,5,15,VIP Champions
2772.0,Jüri,Vaher,juri.vaher@gmail.com,+37255962062,True,True,True,Tartu,2024-07-05,238,2,281.39,2,2,1,5,At Risk
2773.0,Enn,Lõhmus,enn.lohmus@yahoo.com,+37253026918,True,True,True,Tallinn,2024-07-21,222,3,1085.73,2,3,4,9,Potential
2774.0,Külli,Rebane,,+37255218646,False,True,True,Tallinn,2023-12-23,433,2,374.43,1,2,2,5,At Risk
2775.0,Ants,Paju,ants.paju@mail.ee,+37257521975,True,True,True,Pärnu,2025-02-19,9,27,7923.54,5,5,5,15,VIP Champions
2776.0,Triin,Lill,triin.lill@hot.ee,+37258554178,True,True,True,Tallinn,2024-03-23,342,1,138.13,1,1,1,3,Lost
2777.0,Rasmus,Mets,,+37281956614,False,True,True,Narva,2024-04-24,310,3,1147.73,2,3,4,9,Potential
2778.0,Taavi,Teder,,+37284132735,False,True,True,Paide,2023-10-16,501,2,450.68999999999994,1,2,2,5,At Risk
2779.0,Lea,Teder,lea.teder@mail.ee,+37255045242,True,True,True,Pärnu,2024-07-31,212,3,898.75,2,3,3,8,Potential
2780.0,Kati,Tamm,kati.tamm@yahoo.com,+37282346529,True,True,True,Tallinn,2023-07-21,588,2,358.16,1,2,2,5,At Risk
2781.0,Henri,Roots,henri.roots@gmail.com,+37281806548,True,True,True,Tallinn,2024-08-29,183,4,826.72,3,4,3,10,Loyal
2782.0,Hille,Mägi,hille.magi@gmail.com,+37284080739,True,True,True,Tallinn,2024-12-22,68,2,324.03,4,2,1,7,Potential
2784.0,Mart,Pihl,,+37255365657,False,True,True,Tallinn,2024-06-01,272,2,802.1600000000001,2,2,3,7,Potential
2785.0,Grete,Tamm,grete.tamm@telia.ee,+37257246487,True,True,True,Tallinn,2024-12-25,65,2,1247.44,4,2,4,10,Loyal
2787.0,Terje,Lõhmus,terje.lohmus@hot.ee,+37251074435,True,True,True,Paide,2025-01-06,53,3,933.59,5,3,3,11,Loyal
2788.0,Väino,Arro,vaino.arro@telia.ee,+37251203463,True,True,True,Valga,2023-06-16,623,2,1103.48,1,2,4,7,Potential
2789.0,Henri,Järv,henri.jarv@outlook.com,+37254330946,True,True,True,Pärnu,2024-12-16,74,4,846.67,4,4,3,11,Loyal
2791.0,Ene,Saar,ene.saar@telia.ee,+37282355797,True,True,True,Narva,2024-07-21,222,1,593.16,2,1,2,5,At Risk
2792.0,Merike,Mägi,merike.magi@hot.ee,+37258858437,True,True,True,Paide,2024-06-18,255,4,1280.26,2,4,4,10,Loyal
2793.0,Hille,Nõmm,hille.nomm@outlook.com,+37259103345,True,True,True,Tallinn,2025-02-12,16,5,1726.59,5,5,5,15,VIP Champions
2794.0,Ago,Lõoke,,+37253095631,False,True,True,Pärnu,2023-07-06,603,1,531.05,1,1,2,4,At Risk
2795.0,Urmas,Valk,urmas.valk@outlook.com,+37259989730,True,True,True,Tallinn,2024-12-19,71,6,1770.78,4,5,5,14,VIP Champions
2797.0,Siim,Paas,siim.paas@yahoo.com,+37281031901,True,True,True,Tallinn,2024-07-13,230,2,441.73,2,2,2,6,At Risk
2799.0,Aili,Sepp,aili.sepp@yahoo.com,+37253626613,True,True,True,Tallinn,2024-10-03,148,5,1125.27,3,5,4,12,Loyal
2802.0,Kevin,Lõhmus,kevin.lohmus@mail.ee,+37289145956,True,True,True,Tallinn,2024-02-14,380,4,820.46,1,4,3,8,Potential
2803.0,Erkki,Kallas,erkki.kallas@telia.ee,+37285185065,True,True,True,Tallinn,2024-06-03,270,5,1315.27,2,5,4,11,Loyal
2804.0,Tõnu,Nurk,tonu.nurk@hot.ee,+37251827590,True,True,True,Tallinn,2024-12-25,65,3,1813.65,4,3,5,12,Loyal
2805.0,Annika,Must,annika.must@outlook.com,+37254950248,True,True,True,Tallinn,2024-07-22,221,4,1051.13,2,4,4,10,Loyal
2806.0,Kevin,Paas,kevin.paas@outlook.com,+37289137888,True,True,True,Narva,2025-01-11,48,6,1678.4,5,5,5,15,VIP Champions
2807.0,Meelis,Nurk,meelis.nurk@mail.ee,+37285788432,True,True,True,Tartu,2024-06-29,244,3,1204.87,2,3,4,9,Potential
2808.0,Aili,Lõhmus,aili.lohmus@outlook.com,+37283031114,True,True,True,Kuressaare,2025-02-01,27,6,1398.92,5,5,4,14,VIP Champions
2809.0,Madis,Kull,madis.kull@gmail.com,+37257837497,True,True,True,Võru,2025-02-24,4,4,821.24,5,4,3,12,Loyal
2810.0,Meelis,Kuusik,meelis.kuusik@yahoo.com,+37254131382,True,True,True,Pärnu,2024-12-03,87,1,191.48,4,1,1,6,At Risk
2812.0,Marika,Raid,marika.raid@outlook.com,+37252806574,True,True,True,Tallinn,2024-11-14,106,3,1216.02,4,3,4,11,Loyal
2814.0,Arvo,Lepp,arvo.lepp@yahoo.com,+37287409512,True,True,True,Tallinn,2025-01-16,43,1,47.88,5,1,1,7,Potential
2816.0,Mart,Värk,mart.vark@telia.ee,+37288040625,True,True,True,Tallinn,2024-08-08,204,1,145.16,2,1,1,4,At Risk
2817.0,Pille,Tamm,pille.tamm@hot.ee,+37258605980,True,True,True,Haapsalu,2024-11-21,99,2,248.31,4,2,1,7,Potential
2818.0,Terje,Raud,,+37253497428,False,True,True,Tartu,2024-03-08,357,1,342.66,1,1,1,3,Lost
2819.0,Enn,Sild,enn.sild@yahoo.com,+37254520080,True,True,True,Rakvere,2024-11-13,107,4,720.69,4,4,3,11,Loyal
2821.0,Liis,Hurt,liis.hurt@outlook.com,+37259525403,True,True,True,Rakvere,2024-11-30,90,1,106.69,4,1,1,6,At Risk
2822.0,Kadri,Luik,kadri.luik@mail.ee,+37258419720,True,True,True,Pärnu,2024-06-14,259,1,614.61,2,1,2,5,At Risk
2823.0,Väino,Kuusk,vaino.kuusk@telia.ee,+37251018435,True,True,True,Tallinn,2024-09-29,152,7,2402.05,3,5,5,13,VIP Champions
2824.0,Indrek,Sepp,indrek.sepp@gmail.com,+37289873990,True,True,True,Tallinn,2024-11-02,118,2,372.8,4,2,2,8,Potential
2825.0,Aili,Raud,aili.raud@mail.ee,+37255298471,True,True,True,Tallinn,2023-12-21,435,3,443.51,1,3,2,6,At Risk
2826.0,Ants,Lõoke,ants.looke@mail.ee,+37288636907,True,True,True,Tartu,2024-12-12,78,7,2788.1800000000003,4,5,5,14,VIP Champions
2827.0,Tõnu,Lepp,tonu.lepp@telia.ee,+37253236740,True,True,True,Tartu,2025-02-01,27,6,1235.1200000000001,5,5,4,14,VIP Champions
2828.0,Elis,Liiv,elis.liiv@gmail.com,+37259468520,True,True,True,Narva,2023-12-08,448,2,588.1800000000001,1,2,2,5,At Risk
2829.0,Nele,Orav,nele.orav@outlook.com,+37259168433,True,True,True,Tartu,2024-11-21,99,1,254.85,4,1,1,6,At Risk
2831.0,Rain,Oja,rain.oja@hot.ee,+37282783426,True,True,True,Tallinn,2024-07-13,230,3,2045.54,2,3,5,10,Loyal
2832.0,Merike,Laas,merike.laas@yahoo.com,+37251292203,True,True,True,Tartu,2025-01-08,51,2,2625.52,5,2,5,12,Loyal
2833.0,Kadri,Tammik,kadri.tammik@gmail.com,+37259662012,True,True,True,Viljandi,2024-11-22,98,3,522.51,4,3,2,9,Potential
2834.0,Riina,Järv,riina.jarv@telia.ee,+37281667656,True,True,True,Narva,2024-04-07,327,1,594.87,1,1,2,4,At Risk
2835.0,Ene,Lepp,ene.lepp@hot.ee,+37289144165,True,True,True,Tallinn,2024-04-12,322,4,1057.8999999999999,2,4,4,10,Loyal
2836.0,Liis,Liiv,liis.liiv@yahoo.com,+37258168550,True,True,True,Tallinn,2024-12-25,65,6,1070.03,4,5,4,13,VIP Champions
2837.0,Laura,Pihl,laura.pihl@yahoo.com,+37257593528,True,True,True,Tallinn,2025-01-16,43,1,104.85,5,1,1,7,Potential
2839.0,Rasmus,Kallas,rasmus.kallas@yahoo.com,+37283220646,True,True,True,Pärnu,2024-06-26,247,3,1338.96,2,3,4,9,Potential
2841.0,Sirje,Lepik,sirje.lepik@telia.ee,+37259737342,True,True,True,Tartu,2024-10-07,144,5,1074.1,3,5,4,12,Loyal
2842.0,Kristjan,Mets,kristjan.mets@mail.ee,+37255679219,True,True,True,Tartu,2025-01-08,51,3,754.9,5,3,3,11,Loyal
2843.0,Kati,Kaalep,,+37258947754,False,True,True,Tartu,2024-05-17,287,2,973.3499999999999,2,2,4,8,Potential
2844.0,Anna,Mets,anna.mets@gmail.com,+37253290538,True,True,True,Tallinn,2024-05-02,302,4,2211.84,2,4,5,11,Loyal
2845.0,Kevin,Lass,,+37258195834,False,True,True,Võru,2025-02-04,24,2,1033.6200000000001,5,2,4,11,Loyal
2846.0,Ants,Org,ants.org@outlook.com,+37252631163,True,True,True,Tallinn,2024-10-27,124,3,1211.7,3,3,4,10,Loyal
2847.0,Margus,Vaher,margus.vaher@mail.ee,+37253095419,True,True,True,Tartu,2024-10-25,126,1,176.65,3,1,1,5,At Risk
2848.0,Kaido,Teder,kaido.teder@telia.ee,+37257453740,True,True,True,Rakvere,2024-09-14,167,3,975.5899999999999,3,3,4,10,Loyal
2849.0,Kersti,Põld,,+37254879389,False,True,True,Pärnu,2024-11-27,93,7,2748.1,4,5,5,14,VIP Champions
2850.0,Madis,Hurt,madis.hurt@telia.ee,+37289779462,True,True,True,Narva,2024-12-14,76,4,1471.6599999999999,4,4,5,13,VIP Champions
2851.0,Ene,Kull,ene.kull@gmail.com,+37251617121,True,True,True,Võru,2024-04-23,311,2,168.08,2,2,1,5,At Risk
2852.0,Marko,Paju,marko.paju@gmail.com,+37288984858,True,True,True,Tallinn,2024-12-12,78,4,926.1,4,4,3,11,Loyal
2853.0,Taavi,Pihl,taavi.pihl2@yahoo.com,+37251416471,True,True,True,Tartu,2025-01-30,29,1,654.14,5,1,3,9,Potential
2854.0,Olev,Saar,olev.saar@gmail.com,+37259726472,True,True,True,Tartu,2024-06-20,253,4,1084.91,2,4,4,10,Loyal
2855.0,Merle,Järv,merle.jarv@outlook.com,+37256591565,True,True,True,Tartu,2024-01-29,396,3,759.37,1,3,3,7,Potential
2856.0,Kristjan,Liiv,kristjan.liiv@telia.ee,+37281003254,True,True,True,Tallinn,2024-10-31,120,1,182.77,3,1,1,5,At Risk
